Column1;Rank;Mark;Competitor;DOB;Nat;Pos;Unnamed: 6;Venue;Date;Results Score
27;5127;28:58.87;Kiyoshi YOSHIKAWA;22/07/1966;JPN;2;;Akashi (JPN);19/05/1995;1043
28;5127;28:58.87;Greg LEAK;21/04/1988;USA;13;;Portland, OR (USA);10/06/2017;1043
29;5130;28:58.89;Wiktor SAWICKI;20/05/1955;POL;5;;Sopot (POL);31/07/1983;1043
30;5130;28:58.89;Junichi USHIYAMA;08/11/1983;JPN;12f6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);16/11/2019;1043
31;5130;28:58.89;Shunsuke IMANISHI;29/08/1997;JPN;2f2;;Prefectural Stadium, Isahaya (JPN);11/10/2020;1043
32;5133;28:58.9;Brian LEWRY;23/09/1956;AUS;3;;Melbourne (AUS);16/12/1982;1043
33;5133;28:58.9;Douglas CRONKITE;07/11/1961;CAN;10;;Burnaby (CAN);10/06/1990;1043
34;5133;28:58.9;Takeshi KAI;01/01/1970;JPN;14;;Yokohama (JPN);04/12/1999;1043
35;5136;28:58.90;Fidel TORRES;16/08/1973;MEX;17;;Burnaby (CAN);03/06/2000;1043
36;5136;28:58.90;Kelly WIEBE;13/07/1989;CAN;1f2;;London (CAN);10/05/2015;1043
37;5136;28:58.90;Malcolm HICKS;19/10/1987;NZL;5;;Melbourne (AUS);05/12/2015;1043
38;5139;28:58.93;Yuhi AKIYAMA;02/05/1994;JPN;14f2;;Abashiri (JPN);06/07/2014;1043
39;5140;28:58.94;Ryuji KATAKAWA;;JPN;7f5;;Yokohama (JPN);14/11/2015;1043
40;5141;28:58.96;Shota NAKAI;08/04/1983;JPN;9;;Nobeoka (JPN);03/05/2003;1043
41;5142;28:58.98;Khalid SADDEN;22/07/1986;MAR;2;;Radés (TUN);09/06/2012;1043
42;5142;28:58.98;JP FLAVIN;;USA;13;;Raleigh, NC (USA);29/03/2019;1043
43;5144;28:59.0;Fernando AGUILAR;02/02/1938;ESP;1;;Rennes (FRA);17/06/1964;1043
44;5144;28:59.0;Vladimir PESHEKHONOV;03/09/1950;URS;1;;Volgograd (URS);27/04/1979;1043
45;5144;28:59.0;Jan OLYN;27/11/1954;RSA;6;;Stellenbosch (RSA);20/04/1981;1043
46;5144;28:59.0;Elias Rodrigues BASTOS;27/09/1974;BRA;3;;Cubatao (BRA);07/06/1997;1043
47;5148;28:59.01;Tereffe DESALENG;01/01/1982;GER;2;;Kandel (GER);19/05/2001;1043
48;5149;28:59.02;Ryszard PRZYBYŁA;14/03/1957;POL;6;;Sopot (POL);31/07/1983;1043
49;5150;28:59.04;Christian WAGNER;06/12/1985;USA;13f1;;Palo Alto, CA (USA);26/03/2010;1043
50;5151;28:59.05;Huang JINHONG;27/03/1987;CHN;5f1;;Hangzhou (CHN);13/04/2008;1043
51;5152;28:59.06;Yuta OYAMA;;JPN;30;;Fukuroi (JPN);14/10/2007;1043
52;5152;28:59.06;Takayoshi SHIGEMI;08/06/1982;JPN;50;;Yokohama (JPN);02/12/2007;1043
53;5154;28:59.07;Attila SULYOK;17/02/1959;HUN;3;;Budapest (HUN);01/06/1986;1043
54;5154;28:59.07;Mohamud IGE;01/01/1989;SOM;30f2;;Palo Alto, CA (USA);01/05/2011;1043
55;5156;28:59.1;Aleksandr OLEKHOV;28/12/1953;URS;2;;Chelyabinsk (URS);24/06/1979;1043
56;5156;28:59.1;Toshiaki KURUMIZAWA;30/07/1965;JPN;2;;Hachioji (JPN);29/11/1987;1043
57;5156;28:59.1;Jun KUROKI;18/06/1971;JPN;1;;Isahaya (JPN);05/10/1996;1043
58;5159;28:59.12;Ross THURLOW;17/06/1959;NZL;4;;Wellington (NZL);01/02/1986;1043
59;5160;28:59.13;Kyohei NISHI;03/09/1991;JPN;7f3;;Fukuoka (JPN);21/09/2012;1043
60;5161;28:59.18;Pavel SAMUYLO;02/08/1967;UKR;5;;Kiev (UKR);02/07/1993;1042
61;5162;28:59.19;Kaijun HU;15/03/1989;CHN;1;;Hefei (CHN);08/09/2011;1042
62;5163;28:59.2;Anders GÄRDERUD;28/08/1946;SWE;1;;Västerås (SWE);17/08/1973;1042
63;5163;28:59.2;Hans-Henning BRAUTIGAM;29/07/1953;GER;5;;Dresden (GER);10/05/1975;1042
64;5163;28:59.2;Ferenc SZEKERES;21/03/1947;HUN;3;;Budapest (HUN);17/07/1980;1042
65;5163;28:59.2;Nagimusyan BAIRAMGULOV;01/01/1957;URS;1;;Ufa (URS);15/08/1980;1042
66;5163;28:59.2;Aleksandr SHUVALOV;01/01/1956;URS;3;;Podolsk (URS);24/08/1980;1042
67;5163;28:59.2;Matt WILSON;26/04/1958;USA;8f1;;Philadelphia, PA (USA);22/04/1982;1042
68;5163;28:59.2;Gurmessa KUMSA;;ETH;5;;Addis Abeba (ETH);05/05/2005;1042
69;5163;28:59.2;Donald MITEI;02/04/1996;KEN;5;;Tambach (KEN);21/12/2018;1042
70;5171;28:59.23;Shin-ichi WATANABE;16/11/1976;JPN;32;;Hachioji (JPN);27/11/2004;1042
71;5172;28:59.24;Masaki IWAHARA;18/02/1977;JPN;27;;Kanazawa (JPN);29/09/2001;1042
72;5173;28:59.25;Andrew DUMM;11/02/1985;USA;27;;Palo Alto, CA (USA);30/03/2007;1042
73;5174;28:59.26;Martin GRÜNING;02/12/1962;FRG;7;;Monaco (MON);11/05/1985;1042
74;5175;28:59.28;Jun-ya UEMURA;16/05/1994;JPN;1f3;;Yokohama (JPN);23/11/2014;1042
75;5176;28:59.3;Clive HAMILTON;01/12/1960;JAM;11;;Burnaby (CAN);10/06/1990;1042
76;5176;28:59.3;Takato SUZUKI;;JPN;12f1;;Hachioji (JPN);28/11/1993;1042
77;5176;28:59.3;Katsunori SUGA;11/09/1962;JPN;6f2;;Hachioji (JPN);27/11/1994;1042
78;5176;28:59.3;Richard NDEGWA;05/10/1985;KEN;3;;Nyeri (KEN);21/03/2009;1042
79;5180;28:59.32;Yoshinori FUKUTOME;15/01/1973;JPN;8;;Miyoshi (JPN);13/05/2000;1042
80;5180;28:59.32;Jun-Ichi SAKAMOTO;23/05/1983;JPN;1f8;;Yokohama (JPN);25/09/2010;1042
81;5182;28:59.34;Takuto HAGESHITA;29/10/1996;JPN;4f6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1042
82;5183;28:59.35;Kaleb VANORT;21/04/1984;USA;19;;Palo Alto, CA (USA);25/03/2005;1042
83;5184;28:59.36;Sergio GONZALEZ;;MEX;6;;Moskva (URS);16/08/1973;1042
84;5185;28:59.37;Tyler KING;;USA;7f2;;Palo Alto, CA (USA);03/04/2015;1042
85;5186;28:59.39;Yuji SATO;01/01/1986;JPN;4f2;;Naruto (JPN);23/09/2011;1042
86;5187;28:59.4;Faiz KHUZIN;01/04/1934;URS;3;;Riga (LAT);12/06/1964;1042
87;5187;28:59.4;Maris GAILIS;16/09/1938;URS;10;;Leningrad (URS);21/07/1968;1042
88;5187;28:59.4;Age OVERHALDEN;13/08/1949;NOR;2;;Oslo (NOR);21/06/1972;1042
89;5190;28:59.40;Kenneth CHERUIYOT;08/02/1974;KEN;h;;Nairobi (KEN);28/06/1997;1042
90;5190;28:59.40;Akihiro KANDA;29/07/1975;JPN;6f7;;Konosu (JPN);04/10/1997;1042
91;5192;28:59.42;Duncan ROSS;01/01/1975;NZL;9;;Melbourne (AUS);25/11/1996;1042
92;5193;28:59.45;Manaka OKUNO;01/01/1993;JPN;19;;Yokohama (JPN);05/12/2015;1042
93;5194;28:59.46;Angel RODRÍGUEZ;14/10/1967;CUB;1;;La Habana (CUB);15/05/1991;1042
94;5194;28:59.46;Sho NAKAGAWA;17/08/1997;JPN;7f13;;Yokohama (JPN);03/12/2016;1042
95;5196;28:59.47;Dorin Andrei RUSU;30/11/1998;ROU;7;;Gävle (SWE);11/07/2019;1042
96;5197;28:59.49;Kyle GOKLISH;09/09/1980;USA;9;;Palo Alto, CA (USA);26/03/2004;1042
97;5197;28:59.49;Gaetan CALS;21/04/1988;FRA;8f1;;Stade Complexe Sportif Jean-Paul Chasseboeuf, Pacé (FRA);29/08/2020;1042
98;5199;28:59.50;Rod BERRY;03/02/1960;USA;4;;Palo Alto, CA (USA);02/04/1982;1042
99;5200;28:59.5;Yuta SOMA;24/04/1979;JPN;16;;Yokohama (JPN);04/12/1999;1042
0;5200;28:59.50;Christopher MUTAI;18/11/1976;KEN;9;;Palo Alto, CA (USA);31/03/2001;1042
1;5201;28:59.5;Nicodemus MALAKWEN;01/01/1981;KEN;1;;Nakuru (KEN);30/04/2005;1042
2;5201;28:59.5;Julius Kipsigei MARITIM;01/01/1973;KEN;1;;Mombasa (KEN);21/03/2008;1042
3;5204;28:59.51;Donato D'AURIA;15/05/1956;ITA;4;;Formia (ITA);17/05/1980;1042
4;5205;28:59.52;Yuta IGARASHI;02/11/1988;JPN;1;;Tokamachi (JPN);23/09/2011;1042
5;5206;28:59.55;Uwe KOCH;23/06/1961;GDR;5;;Jena (GDR);31/05/1986;1042
6;5206;28:59.55;David RUSCHENA;17/02/1974;AUS;1;;Melbourne (AUS);04/12/2004;1042
7;5206;28:59.55;Keita SHIOYA;03/08/1993;JPN;15f15;;Tokyo (JPN);24/11/2012;1042
8;5209;28:59.56;Simon LOPUYET;24/12/1972;KEN;5;;Blankenburg (GER);25/05/1995;1042
9;5210;28:59.59;Steve ALVAREZ;;USA;1;;Northridge, CA (USA);18/04/1981;1042
10;5210;28:59.59;Hiroto ITO;05/05/2001;JPN;8f7;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1042
11;5212;28:59.6;Bernardo MANUEL;27/12/1954;ANG;8;;Lisboa (POR);30/05/1981;1042
12;5213;28:59.60;Wayne LARDEN;08/03/1969;AUS;11;;Melbourne (AUS);16/12/1993;1042
13;5213;28:59.6;Daniel Kipchirchir TOO;;KEN;3;;Nairobi (KEN);30/05/2009;1042
14;5213;28:59.6;Peter WAMBUA;;KEN;4f2;;Nakuru (KEN);17/04/2015;1042
15;5216;28:59.62;Robel FSIHA;07/03/1996;SWE;7f2;;London (GBR);06/07/2019;1042
16;5217;28:59.63;Abel TSEGAY;02/06/1996;ERI;7f1;;Parliament Hill (GBR);20/05/2017;1042
17;5217;28:59.63;James HUNT;28/04/1996;GBR;4;;Spytty Park Leisure Centre, Newport (GBR);06/03/2021;1042
18;5219;28:59.64;Teddy HUTAMO;25/03/1969;RSA;2;;Durban (RSA);15/04/2005;1042
19;5219;28:59.64;Elvis KIPKOECH;20/10/1995;KEN;6;;Nairobi (KEN);24/06/2014;1042
20;5221;28:59.67;Katsuhiko FUKUNAGA;14/05/1975;JPN;16f2;;Hachioji (JPN);01/12/1999;1042
21;5221;28:59.67;Hagen BROSIUS;23/08/1988;GER;2;;Marburg (GER);05/05/2012;1042
22;5223;28:59.7;Weldon KIPKURUI LANGAT;01/01/1998;KEN;2;;Tambach (KEN);11/10/2019;1042
23;5224;28:59.73;Marcelino CRISANTO;01/09/1965;MEX;7;;Walnut, CA (USA);16/04/1993;1042
24;5225;28:59.74;Nick VAN PEBORGH;23/02/1984;BEL;19;;Leiden (NED);11/06/2016;1042
25;5226;28:59.75;Yusuke KITAOKA;19/08/1979;JPN;36;;Yokohama (JPN);26/11/2005;1042
26;5227;28:59.77;Shota WATANABE;08/03/1998;JPN;10f2;;Kobe (JPN);23/04/2016;1042
27;5228;28:59.78;Alfons STRUCH;11/09/1964;GER;6;;Köln (GER);24/05/1990;1042
28;5229;28:59.79;Kyuma YOKOTA;16/05/2001;JPN;3f2;;Prefectural Stadium, Isahaya (JPN);11/10/2020;1042
29;5230;28:59.8;Beken KURENKEYEV;17/06/1949;URS;4;;Sochi (URS);30/05/1975;1042
30;5230;28:59.8;Jeff BRADLEY;16/03/1952;USA;9;;Philadelphia, PA (USA);27/04/1978;1042
31;5232;28:59.80;Mehmet TERZI;05/05/1955;TUR;12;;Aachen (GER);30/05/1984;1042
32;5231;28:59.8;Leonardo CROCE;25/01/1964;ITA;1;;Cittadella (ITA);09/05/1987;1042
33;5231;28:59.8;Edimon KIPNGETICH;01/01/1995;KEN;9;;Moi International Sports Centre, Kasarani, Nairobi (KEN);03/07/2019;1042
34;5235;28:59.82;Mark DONAHUE;11/04/1959;USA;2;;Stadio Olimpico, Roma (ITA);10/09/1986;1042
35;5236;28:59.83;Chris CHAVEZ;09/05/1986;USA;14f1;;Palo Alto, CA (USA);26/03/2010;1042
36;5237;28:59.88;Tiidrek NURME;18/11/1985;EST;24f1;;Palo Alto, CA (USA);28/04/2013;1041
37;5238;28:59.89;Shoma YAMAMOTO;10/04/1995;JPN;4f2;;Machida (JPN);24/11/2018;1041
38;5239;28:59.9;Ed SHEEHAN;18/06/1957;USA;2;;Knoxville, TN (USA);08/04/1983;1041
39;5239;28:59.9;Michael MOLOTO;29/05/1957;RSA;3;;Port Elizabeth (RSA);10/12/1984;1041
40;5239;28:59.9;Mikiro MURAMATSU;10/12/1968;JPN;5;;Kumamoto (JPN);14/12/1996;1041
41;5239;28:59.9;Daniel KINYUA;25/05/1992;KEN;8;;Nairobi (KEN);22/04/2016;1041
42;5243;28:59.91;Thomas POLLARD;17/04/1997;USA;4;;UVA Lanningan Field, Charlottesville, VA (USA);16/04/2021;1041
43;5244;28:59.94;Bizuneh YAE TURA;15/02/1970;ETH;1;;Kumamoto (JPN);06/04/1997;1041
44;5245;28:59.96;Jim GIBSON;23/10/1968;USA;5;;Raleigh, NC (USA);29/03/1996;1041
45;5245;28:59.96;Jesse ARMIJO;17/10/1982;USA;16f1;;Palo Alto, CA (USA);26/03/2010;1041
46;5245;28:59.96;Kenneth RONO;;KEN;2;;Eldoret (KEN);14/05/2016;1041
47;5248;28:59.98;Julian DWYER;09/12/1973;AUS;7;;Melbourne (AUS);18/12/1997;1041
48;5248;28:59.98;Louis SERAFINI;20/09/1991;USA;14;;Portland, OR (USA);10/06/2017;1041
49;5250;28:59.99;Casiu MASIMBE;;KEN;8;;Nairobi (KEN);11/07/2019;1041
50;5251;29:00.0;Wilfred CHESEREK;01/01/1976;KEN;3;;Nairobi (KEN);27/06/2003;1041
51;5251;29:00.0;Linus Kipwambok CHUMBA;09/02/1980;KEN;2;;Kisii (KEN);16/04/2011;1041
52;5253;29:00.01;Will MCCOMB;01/03/1980;CAN;4;;Walnut, CA (USA);17/04/2003;1041
53;5254;29:00.04;David TAYLOR;09/01/1964;GBR;5;;Watford (GBR);03/07/1999;1041
54;5255;29:00.05;Morris Munene GACHAGA;07/04/1995;KEN;18f1;;Hachioji (JPN);01/12/2013;1041
55;5256;29:00.10;Joachim RÜCKERL;01/01/1970;GER;2;;Kandel (GER);19/05/2001;1041
56;5256;29:00.10;Masahiro KAN;11/09/1995;JPN;9f7;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1041
57;5258;29:00.12;Haile GELALCHA TAFA;01/01/1984;ETH;23;;Hachioji (JPN);29/11/2003;1041
58;5259;29:00.16;Thomas GEORGE;06/02/1996;GBR;6f2;;Paul Derr TF Facility, Raleigh, NC (USA);26/03/2021;1041
59;5260;29:00.17;Janko BENSA;28/06/1977;SRB;2;;Beograd (SRB);13/06/1998;1041
60;5261;29:00.20;Martin PRÖLL;21/03/1981;AUT;1;;Graz (AUT);29/04/2006;1041
61;5262;29:00.21;Marco ANZURES;13/02/1988;USA;17f1;;Palo Alto, CA (USA);26/03/2010;1041
62;5263;29:00.23;Devin MONSON;01/05/1990;USA;2;;Portland, OR (USA);14/06/2014;1041
63;5264;29:00.24;Mohamed MOHAMED;;SOM;1f3;;London (GBR);06/07/2019;1041
64;5265;29:00.27;Kei KAMITE;10/04/1993;JPN;9f13;;Yokohama (JPN);03/12/2016;1041
65;5266;29:00.28;Joe GIBSON;27/02/1977;USA;7;;Hillsdale, MI (USA);27/04/2002;1041
66;5267;29:00.31;Kenta OTANI;29/10/1987;JPN;1f3;;Hiroshima (JPN);24/11/2012;1041
67;5268;29:00.33;Payton BATLINER;31/03/1984;USA;28;;Palo Alto, CA (USA);30/03/2007;1041
68;5269;29:00.37;Koki TANAKA;12/01/1994;JPN;8f3;;Kokushikan University Stadium, Tama (JPN);03/10/2020;1041
69;5270;29:00.38;Nick HILTON;28/04/1989;USA;29f1;;Palo Alto, CA (USA);04/04/2014;1041
70;5270;29:00.38;Thabang MOSIAKO;23/02/1995;RSA;4;;Durban (RSA);28/02/2017;1041
71;5272;29:00.4;Asrar HAYREDUN;;ETH;5;;Addis Abeba (ETH);17/04/2018;1041
72;5273;29:00.43;Delfim CONCEIÇÃO;12/03/1971;POR;4;;Maia (POR);04/07/1998;1041
73;5274;29:00.44;Trevor BALL;;USA;29;;Palo Alto, CA (USA);30/03/2007;1041
74;5274;29:00.44;Atsushi UTSUNO;15/05/2001;JPN;14f7;;NITTAIDAI Athletic Stadium, Yokohama (JPN);14/11/2020;1041
75;5276;29:00.45;Karl DUSEN;07/08/1982;USA;20;;Palo Alto, CA (USA);25/03/2005;1041
76;5277;29:00.46;Mark ROBERTSON;20/02/1996;USA;14;;Raleigh, NC (USA);29/03/2019;1041
77;5278;29:00.5;Kiprop LIMO;01/01/1993;KEN;7;;Nairobi (KEN);17/05/2012;1041
78;5278;29:00.5;Sammy LIMO KIMELI;01/01/1987;KEN;9;;Nairobi (KEN);22/04/2016;1041
79;5280;29:00.58;Seth TOTTEN;27/11/1991;USA;19;;Palo Alto, CA (USA);03/05/2018;1040
80;5281;29:00.59;Craig LAUTENSLAGER;30/03/1993;NZL;5f2;;Palo Alto, CA (USA);31/03/2017;1040
81;5282;29:00.6;Dominic KORIR;;UGA;1;;Kampala (UGA);10/05/2014;1040
82;5283;29:00.60;Daniel VARGAS DE JÉSUS;06/03/1984;MEX;3f1;;Walnut, CA (USA);16/04/2015;1040
83;5284;29:00.61;Huadong TIAN;12/12/1989;CHN;2;;Hefei (CHN);08/09/2011;1040
84;5284;29:00.61;Jesús Arturo ESPARZA;26/08/1990;MEX;2;;Pista de Atletismo del Centro Deportivo Benito Juárez, Mazatlán (MEX);27/03/2021;1040
85;5286;29:00.65;Patrick FULLER;23/03/1965;USA;1;;Philadelphia, PA (USA);22/04/1999;1040
86;5286;29:00.65;Gary THORNTON;29/07/1979;IRL;14f2;;Palo Alto, CA (USA);01/05/2010;1040
87;5288;29:00.66;Francis KOMU;28/06/1974;KEN;5;;Barakaldo (ESP);24/06/2006;1040
88;5288;29:00.66;Geoffrey KIPSANG;;UGA;2;;Mandela National Stadium, Kampala (UGA);11/05/2019;1040
89;5290;29:00.67;Tibor VELZENBACH;02/11/1962;HUN;2;;Budapest (HUN);22/05/1988;1040
90;5290;29:00.67;Ryota MOTEGI;04/10/1994;JPN;15f11;;Kanagawa (JPN);21/11/2015;1040
91;5292;29:00.7;Anthony KAGUTHU;;KEN;3;;Kisii (KEN);16/04/2011;1040
92;5293;29:00.74;Craig SEMPLE;22/10/1969;AUS;10;;Melbourne (AUS);06/12/1999;1040
93;5294;29:00.76;Brian MCKENNA;;USA;15f2;;Palo Alto, CA (USA);01/05/2010;1040
94;5295;29:00.79;Bian QI;06/01/1989;CHN;3;;Hefei (CHN);08/09/2011;1040
95;5296;29:00.8;Franc ČERVAN;14/10/1936;YUG;11;;Budapest (HUN);30/08/1966;1040
96;5296;29:00.8;Terry WILLIAMS;;USA;2;;Hayward Field, Eugene, OR (USA);27/04/1974;1040
97;5298;29:00.80;John MENTZER;01/01/1976;USA;2;;Philadelphia, PA (USA);24/04/1997;1040
98;5299;29:00.82;Akihiro MATSUMOTO;01/01/1987;JPN;1;;Tokorozawa (JPN);23/04/2006;1040
99;5300;29:00.84;Wilson MUSTO;12/02/1976;KEN;1;;Köln (GER);24/04/1999;1040
0;5301;29:00.86;Keigo KURIHARA;01/07/1999;JPN;12f2;;Athletic Track, Abashiri (JPN);15/07/2020;1040
1;5301;29:00.86;Ihor POROZOV;22/03/1991;UKR;3;;Central Stadium, Cherkasy (UKR);24/04/2021;1040
2;5303;29:00.9;Mike MUTAI;01/01/1983;KEN;4;;Nakuru (KEN);15/03/2014;1040
3;5304;29:00.90;Rei HASHIMOTO;26/08/1994;JPN;12f2;;Kitami (JPN);07/07/2018;1040
4;5305;29:00.98;John DRESSEL;02/05/1997;USA;9h1;;Sacramento, CA (USA);23/05/2019;1040
5;5306;29:01.0;Gábor BÁTHORI;15/09/1950;HUN;;;Budapest (HUN);13/10/1973;1040
6;5306;29:01.0;Billy MAJAFA;17/07/1967;RSA;7;;Port Elizabeth (RSA);13/02/1998;1040
7;5306;29:01.0;George MORARA;01/01/1977;KEN;2;;Nairobi (KEN);24/05/2003;1040
8;5306;29:01.0;Benson OLENAKERI;01/01/1980;KEN;6f2;;Nairobi (KEN);16/07/2011;1040
9;5310;29:01.01;David MANJA;08/06/1991;RSA;5;;Durban (RSA);28/02/2017;1040
10;5311;29:01.02;Kota SUGIHO;23/04/1998;JPN;13f2;;Athletic Track, Abashiri (JPN);15/07/2020;1040
11;5312;29:01.03;Geoffrey TANUI;09/06/1969;KEN;1;;Sitten (SUI);29/08/1999;1040
12;5313;29:01.04;Renxue ZHU;06/04/1991;CHN;4;;Hefei (CHN);08/09/2011;1040
13;5313;29:01.04;Daiki HATANAKA;19/02/1995;JPN;5f2;;Machida (JPN);24/11/2018;1040
14;5315;29:01.06;Andrey SAFRONOV;16/12/1985;RUS;3;;Tula (RUS);20/06/2007;1040
15;5316;29:01.07;Keita MATSUBA;06/12/1998;JPN;9f3;;Kokushikan University Stadium, Tama (JPN);31/10/2020;1040
16;5317;29:01.08;Jake SMITH;19/05/1998;GBR;8;;Gävle (SWE);11/07/2019;1040
17;5318;29:01.09;Mathew Job CHEKWURUI;15/10/2001;UGA;1;;Mandela National Stadium, Kampala (UGA);24/04/2021;1040
18;5319;29:01.15;Shota SHIMAZAKI;10/04/2000;JPN;1f10;;Gion Stadium, Sagamihara (JPN);23/11/2020;1040
19;5319;29:01.15;Michael TERAN-SOLANO;;USA;15;;Hayward Field, Eugene, OR (USA);02/04/2021;1040
20;5321;29:01.16;Eduardo ROJAS PUGA;28/01/1969;MEX;3;;Burnaby (CAN);07/06/2003;1040
21;5322;29:01.17;Nathaniel LANE;10/04/1976;GBR;11;;Palo Alto, CA (USA);27/03/1999;1040
22;5323;29:01.2;Titus KIBOI;;KEN;1;;Nakuru (KEN);12/05/2007;1039
23;5324;29:01.21;Kirill TRISHKANOV;21/01/1993;RUS;7;;Cheboksary (RUS);22/06/2016;1039
24;5324;29:01.21;Shun ONOKI;09/05/1994;JPN;10f13;;Yokohama (JPN);03/12/2016;1039
25;5324;29:01.21;Andrew COSCORAN;18/06/1996;IRL;3f1;;Mary Peters Track, Belfast (GBR);19/12/2020;1039
26;5327;29:01.27;Ryan FORSYTH;07/07/1996;IRL;8f2;;London (GBR);06/07/2019;1039
27;5328;29:01.28;Tomonori NAKAMURA;16/01/1983;JPN;33;;Hachioji (JPN);27/11/2004;1039
28;5329;29:01.29;Issei IWASA;07/02/1998;JPN;3f1;;Prefectural Stadium, Kumagaya (JPN);19/09/2020;1039
29;5330;29:01.33;Pascal BLANCHARD;13/09/1969;FRA;7;;La Celle-st-Cloud (FRA);15/06/1996;1039
30;5330;29:01.33;Maksym YANISHEVSKIY;05/04/1973;UKR;3;;Donetsk (UKR);10/06/2002;1039
31;5332;29:01.34;Mahamed MAHAMED;18/09/1997;GBR;16f1;;Burjassot (ESP);13/04/2019;1039
32;5333;29:01.35;Kuzma TATARINOV;26/10/1986;RUS;7;;Cheboksary (RUS);23/07/2009;1039
33;5334;29:01.36;Kaelo MASALAGAE;23/09/1980;BOT;12;;Johannesburg (RSA);15/09/1999;1039
34;5334;29:01.36;Naoto MIYAGAWA;24/02/1990;JPN;4f3;;Nagoya (JPN);13/10/2012;1039
35;5336;29:01.38;Melse OKUBAZGI;14/10/1990;ERI;6;;Chaoyang Sport Center, Beijing (CHN);16/08/2006;1039
36;5336;29:01.38;Naoki SAITA;01/05/1993;JPN;6f6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);05/12/2020;1039
37;5338;29:01.39;Nick WINKEL;23/03/1979;USA;13;;Palo Alto, CA (USA);29/03/2002;1039
38;5339;29:01.4;Henryk SZUTKO;15/01/1942;POL;8;;Budapest (HUN);17/06/1967;1039
39;5340;29:01.40;Takayuki IIDA;24/06/1999;JPN;10f3;;Kokushikan University Stadium, Tama (JPN);31/10/2020;1039
40;5341;29:01.43;Yuta KANBAYASHI;08/05/1998;JPN;19f9;;Gion Stadium, Sagamihara (JPN);23/11/2020;1039
41;5342;29:01.48;Jess BAUMGARTNER;02/01/1982;USA;5;;Walnut, CA (USA);14/04/2006;1039
42;5343;29:01.49;Yuma EDA;02/12/1996;JPN;5f2;;Kitakyushu (JPN);19/05/2018;1039
43;5344;29:01.53;Mizuki NAGAYAMA;20/08/1997;JPN;2f6;;Shonan BMW Stadium, Hiratsuka (JPN);24/01/2021;1039
44;5345;29:01.55;Yuichi TAKAKU;30/03/1986;JPN;52;;Yokohama (JPN);02/12/2007;1039
45;5346;29:01.58;Hakim BAGY;31/03/1968;FRA;11;;Villeneuve d'Ascq (FRA);29/06/1997;1039
46;5346;29:01.58;Nicholas KAMACHA;;KEN;6;;Nairobi (KEN);02/06/2010;1039
47;5346;29:01.58;Rolf RÜFENACHT;28/08/1984;SUI;12f2;;Palo Alto, CA (USA);04/05/2014;1039
48;5349;29:01.6;Friedrich JANKE;19/04/1931;GDR;2;;Beograd (SRB);12/09/1962;1039
49;5349;29:01.6;Béla HORVÁTH;18/02/1955;HUN;;;Budapest (HUN);17/05/1980;1039
50;5351;29:01.60;Nicholas KIPRUTO;25/01/1984;USA;8;;Portland, OR (USA);09/06/2018;1039
51;5352;29:01.61;Tesgie LEGESSE;01/01/1973;ETH;6;;Deveti Septemvri Stadium, Plovdiv (BUL);08/08/1990;1039
52;5352;29:01.61;Jake RITTER;;USA;4;;JSerra Catholic HS, San Juan Capistrano, CA (USA);02/04/2021;1039
53;5354;29:01.62;Gabe GONZALEZ;;USA;10f1;;Palo Alto, CA (USA);01/04/2016;1039
54;5354;29:01.62;Hayato SHIKI;27/12/2001;JPN;11f3;;Kokushikan University Stadium, Tama (JPN);31/10/2020;1039
55;5356;29:01.65;Paul KIGEN;15/12/1975;KEN;1;;Karstula (FIN);24/05/1998;1039
56;5356;29:01.65;Miguel MARQUES;10/01/1995;POR;2f1;;Coimbra (POR);10/04/2021;1039
57;5358;29:01.67;Akihiro GUNJI;03/04/1997;JPN;13f6;;NITTAIDAI Athletic Stadium, Yokohama (JPN);16/11/2019;1039
58;5359;29:01.7;Benard KORIA;01/01/1978;KEN;2f1;;Nakuru (KEN);17/04/2015;1039
59;5360;29:01.72;Yuki MARUBAYASHI;04/08/1987;JPN;1f15;;Tokyo (JPN);28/11/2009;1039
60;5361;29:01.73;Yasunari KUSU;21/08/1993;JPN;5f5;;Tokyo (JPN);29/11/2014;1039
61;5362;29:01.76;Abderrahim EL JAAFARI;01/01/1982;MAR;6;;Casablanca (MAR);22/06/2008;1039
62;5363;29:01.8;Geoffrey KENISI;01/01/1987;KEN;7f2;;Nairobi (KEN);16/07/2011;1039
63;5364;29:01.83;Gustav IDEN;01/05/1996;NOR;4f2;;Fana Stadion, Bergen (NOR);01/07/2020;1039
64;5365;29:01.84;Yudai SHIMAZU;28/03/2000;JPN;17;;Nishishina Athletic Stadium, Nobeoka (JPN);17/10/2020;1039
65;5365;29:01.84;Mohamed CHAABOUD;30/07/1989;MAR;4;;Complexe Sportif Prince Moulay Abdellah, Rabat (MAR);21/02/2021;1039
66;5367;29:01.86;Clinton PERRETT;11/05/1983;AUS;7;;Birmingham (GBR);29/07/2011;1039
